Player,Team,Exp_2.0,Starter,Exp_2.5,Exp_3.0
Curtis Jones,DEN,1.4244911477876323,0,0.6772835189415485,0.31625794677339897
Bismack Biyombo,SAS,1.194908990633618,0,0.5695424392207084,0.26651816585900173
Tony Bradley,IND,1.1759829895501626,0,0.540084675137581,0.24243195858532543
Kam Jones,IND,1.1671605144207975,0,0.5350246457286613,0.2397089174524341
Thanasis Antetokounmpo,MIL,1.0680128592382194,0,0.492528849237649,0.22333025599848866
Zeke Nnaji,DEN,0.9424881235633108,0,0.40414822154711894,0.17020238615406752
Julian Strawther,DEN,0.8811898258890725,0,0.37156316784395405,0.15387073426615988
Fred VanVleet,HOU,0.0,0,0.0,0.0
Ivica Zubac,LAC,0.0,0,0.0,0.0
Dorian Finney-Smith,HOU,0.0,0,0.0,0.0
Giannis Antetokounmpo,MIL,0.0,0,0.0,0.0
Emanuel Miller,CHI,0.0,0,0.0,0.0
Drew Timme,LAL,0.0,0,0.0,0.0
Mouhamed Gueye,ATL,0.0,0,0.0,0.0
Rui Hachimura,LAL,0.0,0,0.0,0.0
Gabe Vincent,LAL,0.0,0,0.0,0.0
Jalen Green,PHX,0.0,0,0.0,0.0
Isaiah Livers,PHX,0.0,0,0.0,0.0
Grayson Allen,PHX,0.0,0,0.0,0.0
Luka Dončić,LAL,0.0,0,0.0,0.0
Luke Travers,CLE,0.0,0,0.0,0.0
Hunter Dickinson,NOP,0.0,0,0.0,0.0
Max Strus,CLE,0.0,0,0.0,0.0
Ajay Mitchell,OKC,0.0,0,0.0,0.0
David Jones Garcia,SAS,0.0,0,0.0,0.0
Thomas Sorber,OKC,0.0,0,0.0,0.0
Jordan Poole,NOP,0.0,0,0.0,0.0
Miles McBride,NYK,0.0,0,0.0,0.0
Herbert Jones,NOP,0.0,0,0.0,0.0
Evan Mobley,CLE,0.0,0,0.0,0.0
Bradley Beal,LAC,0.0,0,0.0,0.0
Stanley Umude,SAS,0.0,0,0.0,0.0
Harrison Ingram,SAS,0.0,0,0.0,0.0
Jaylin Williams,OKC,0.0,0,0.0,0.0
Ousmane Dieng,OKC,0.0,0,0.0,0.0
Nikola Topić,OKC,0.0,0,0.0,0.0
Nikola Đurišić,ATL,0.0,0,0.0,0.0
N'Faly Dante,ATL,0.0,0,0.0,0.0
Noa Essengue,CHI,0.0,0,0.0,0.0
Eli John Ndiaye,ATL,0.0,0,0.0,0.0
Lachlan Olbrich,CHI,0.0,0,0.0,0.0
Larry Nance Jr.,CLE,0.0,0,0.0,0.0
Alex Antetokounmpo,MIL,0.0,0,0.0,0.0
Jamir Watkins,WAS,0.0,0,0.0,0.0
Isaac Jones,DET,0.0,0,0.0,0.0
Chris Paul,LAC,0.0,0,0.0,0.0
Tolu Smith,DET,0.0,0,0.0,0.0
Chaz Lanier,DET,0.0,0,0.0,0.0
Enrique Freeman,MIN,0.0,0,0.0,0.0
Rocco Zikarsky,MIN,0.0,0,0.0,0.0
Trey Alexander,NOP,0.0,0,0.0,0.0
Sharife Cooper,WAS,0.0,0,0.0,0.0
Derrick Jones Jr.,LAC,0.0,0,0.0,0.0
Cam Whitmore,WAS,0.0,0,0.0,0.0
Ja Morant,MEM,0.0,0,0.0,0.0
Chris Livingston,CLE,0.0,0,0.0,0.0
Tamar Bates,DEN,0.0,0,0.0,0.0
Brandon Clarke,MEM,0.0,0,0.0,0.0
Scotty Pippen Jr.,MEM,0.0,0,0.0,0.0
John Konchar,MEM,0.0,0,0.0,0.0
Ty Jerome,MEM,0.0,0,0.0,0.0
Georges Niang,UTA,0.0,0,0.0,0.0
Jaden McDaniels,MIN,0.0,0,0.0,0.0
Max Christie,DAL,0.0,0,0.0,0.0
Jusuf Nurkić,UTA,0.0,0,0.0,0.0
Koby Brea,PHX,0.0,0,0.0,0.0
Lauri Markkanen,UTA,0.0,0,0.0,0.0
Landry Shamet,NYK,0.0,0,0.0,0.0
Trentyn Flowers,CHI,0.0,0,0.0,0.0
Jalen Brunson,NYK,0.0,0,0.0,0.0
Guerschon Yabusele,NYK,0.0,0,0.0,0.0
OG Anunoby,NYK,0.0,0,0.0,0.0
Taurean Prince,MIL,0.0,0,0.0,0.0
Joe Ingles,MIN,0.0,0,0.0,0.0
Trendon Watford,PHI,0.0,0,0.0,0.0
Scoot Henderson,POR,0.0,0,0.0,0.0
Colin Castleton,ORL,0.0,0,0.0,0.0
Jalen Suggs,ORL,0.0,0,0.0,0.0
Franz Wagner,ORL,0.0,0,0.0,0.0
Goga Bitadze,ORL,0.0,0,0.0,0.0
Moritz Wagner,ORL,0.0,0,0.0,0.0
Aaron Nesmith,IND,0.0,0,0.0,0.0
Danté Exum,DAL,0.0,0,0.0,0.0
Tyrese Haliburton,IND,0.0,0,0.0,0.0
Obi Toppin,IND,0.0,0,0.0,0.0
Dwight Powell,DAL,0.0,0,0.0,0.0
Jrue Holiday,POR,0.0,0,0.0,0.0
John Tonje,UTA,0.0,0,0.0,0.0
Klay Thompson,DAL,0.0,0,0.0,0.0
Aaron Gordon,DEN,0.0,0,0.0,0.0
Walker Kessler,UTA,0.0,0,0.0,0.0
Vince Williams Jr.,MEM,0.0,0,0.0,0.0
Kristaps Porziņģis,ATL,0.0,0,0.0,0.0
Zach Edey,MEM,0.0,0,0.0,0.0
Elijah Harkless,UTA,0.0,0,0.0,0.0
Drake Powell,BKN,0.0,0,0.0,0.0
Dereck Lively II,DAL,0.0,0,0.0,0.0
Isaiah Jackson,IND,0.0,0,0.0,0.0
Christian Braun,DEN,0.0,0,0.0,0.0
Blake Wesley,POR,0.0,0,0.0,0.0
Chucky Hepburn,TOR,0.0,0,0.0,0.0
Kyrie Irving,DAL,0.0,0,0.0,0.0
Alijah Martin,TOR,0.0,0,0.0,0.0
VJ Edgecombe,PHI,0.0,0,0.0,0.0
Dominick Barlow,PHI,0.0,0,0.0,0.0
Tyson Etienne,BKN,0.0,0,0.0,0.0
Drew Eubanks,SAC,0.0,0,0.0,0.0
Domantas Sabonis,SAC,0.0,0,0.0,0.0
Cam Thomas,BKN,0.0,0,0.0,0.0
Zach LaVine,SAC,0.0,0,0.0,0.0
Quentin Grimes,PHI,0.0,0,0.0,0.0
Tristan da Silva,ORL,0.0,0,0.0,0.0
Kelly Oubre Jr.,PHI,0.0,0,0.0,0.0
Haywood Highsmith,BKN,0.0,0,0.0,0.0
Jahmir Young,MIA,0.0,0,0.0,0.0
E.J. Liddell,BKN,0.0,0,0.0,0.0
Vladislav Goldin,MIA,0.0,0,0.0,0.0
Jakob Poeltl,TOR,0.0,0,0.0,0.0
Terry Rozier,MIA,0.0,0,0.0,0.0
Mark Sears,MIL,0.0,0,0.0,0.0
RJ Barrett,TOR,0.0,0,0.0,0.0
Ben Sheppard,IND,0.0,0,0.0,0.0
Bobi Klintman,DET,0.0,0,0.0,0.0
Daeqwon Plowden,SAC,0.0,0,0.0,0.0
Wendell Moore Jr.,DET,0.0,0,0.0,0.0
A.J. Lawson,TOR,0.0,0,0.0,0.0
Ryan Kalkbrenner,CHA,0.0,0,0.0,0.0
Isaiah Stevens,SAC,0.0,0,0.0,0.0
Devin Carter,SAC,0.0,0,0.0,0.0
Ronald Holland II,DET,0.0,0,0.0,0.0
KJ Simpson,CHA,0.0,0,0.0,0.0
Antonio Reeves,CHA,0.0,0,0.0,0.0
Drew Peterson,CHA,0.0,0,0.0,0.0
Grant Williams,CHA,0.0,0,0.0,0.0
Mason Plumlee,CHA,0.0,0,0.0,0.0
Tyler Smith,HOU,0.0,0,0.0,0.0
RayJ Dennis,LAC,0.0,0,0.0,0.0
Isaiah Crawford,HOU,0.0,0,0.0,0.0
